name,sex,RUID,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Timothy Martin,M,206623973,Sophomore,School of Engineering,0,0,['BS' 'NCA' 'BH'],Suite,1,8000-11000,12000,[],0,10416,0
Laura Smith,F,547903271,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,10500-12000,13000,[],0,10420,0
Kelsey Hart,F,876054341,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[150693627, 307895159]",0,10425,0
Amanda Howard,F,305375237,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[822143715, 195319408]",0,10431,0
Christian Hamilton,M,992670967,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'MZH' 'NCA'],Apartment,1,4000-6000,7000,[423328588],0,10432,0
Kimberly Moody,F,553903484,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,8000-11000,12000,[915059482],0,10442,0
Denise Rogers,F,508575942,Senior,School of Social Work,0,0,['MRS' 'BS' 'CS'],Apartment,1,6000-8000,9000,"[395027204, 807593757]",0,10447,0
Courtney Simmons,F,122410755,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[387730748, 217693669]",0,10449,0
Joseph Richardson,M,270440587,Sophomore,School of Engineering,0,0,['CS' 'RA' 'SA'],Suite,1,6000-8000,9000,"[456266260, 883377055]",0,10452,0
Tyler Mathews,M,866417833,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[106601952, 989571253]",0,10456,0
Mitchell Scott,M,810420196,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'RA'],Suite,1,8000-11000,12000,[],0,10458,0
Scott Montes,M,744357261,Senior,School of Engineering,0,0,['MH' 'SA' 'MZH'],Traditional Residence Hall,1,8000-11000,12000,"[545611698, 511630942]",0,10506,0
Todd Lee,M,203572534,Sophomore,School of Arts and Sciences,0,0,['AH' 'WS' 'SA'],Suite,1,8000-11000,12000,"[155192060, 730508560]",0,10519,0
Patricia Barnett,F,424843254,Sophomore,School of Communication and Information,0,0,['BH' 'RA' 'BS'],Traditional Residence Hall,1,6000-8000,9000,[333868899],0,10554,0
Michael Brown,M,576381163,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'SA'],Traditional Residence Hall,1,8000-11000,12000,"[854683484, 434103788]",0,10554,0
Brian Torres,M,285084755,Junior,School of Arts and Sciences,0,0,['BH' 'JS' 'BS'],Traditional Residence Hall,1,8000-11000,12000,[],0,10563,0
Kelly Murphy,F,732870796,Sophomore,School of Arts and Sciences,0,0,['AH' 'MS' 'SA'],Suite,1,6000-8000,9000,"[575903514, 877786586]",0,10571,0
Kathryn Escobar,F,420740810,Sophomore,School of Communication and Information,0,0,['SA' 'BS' 'RA'],Apartment,1,4000-6000,7000,"[550102328, 433473650]",0,10572,0
Donald Mathis,M,380403726,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[912960677, 469354057]",0,10576,0
Heather Adams,F,339592882,Sophomore,School of Arts and Sciences,0,0,['BS' 'WS' 'MZH'],Traditional Residence Hall,1,4000-6000,7000,[375797132],0,10580,0
Matthew Aguirre,M,945145090,Sophomore,School of Arts and Sciences,0,0,['SA' 'RA' 'TS'],Traditional Residence Hall,1,8000-11000,12000,[149028192],0,10587,0
Jeffrey Munoz,M,342740293,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Apartment,1,8000-11000,12000,"[183146120, 141985208]",0,10595,0
Amanda Wallace,F,592670502,Junior,School of Arts and Sciences,0,0,['SA' 'RA' 'NCA'],Traditional Residence Hall,1,8000-11000,12000,[882527515],0,10618,0
Eric Hays,M,419574771,Junior,School of Communication and Information,0,0,['SA' 'BS' 'WS'],Suite,1,8000-11000,12000,[],0,10637,0
Kenneth Lambert,M,784119908,Junior,School of Communication and Information,0,0,['SA' 'NCA' 'BS'],Suite,1,8000-11000,12000,"[186854179, 107557279]",0,10642,0
David Dixon,M,336073377,Junior,School of Management and Labor Relations,0,0,['MRS' 'SA' 'CS'],Suite,1,4000-6000,7000,"[254711925, 702836042]",0,10649,0
Matthew King,M,369229967,Senior,School of Arts and Sciences,0,0,['WS' 'BH' 'JS'],Suite,1,4000-6000,7000,"[720720314, 371032410]",0,10649,0
Mike Harper,M,539048994,Junior,School of Arts and Sciences,0,0,['SA' 'MH' 'JS'],Traditional Residence Hall,1,8000-11000,12000,[137343151],0,10677,0
Wendy Smith,F,705167949,Junior,School of Environmental and Biological Sciences,0,0,['NCA' 'AH' 'RA'],Suite,1,6000-8000,9000,"[689416278, 948386277]",0,10685,0
Austin Mueller,M,522625204,Junior,School of Communication and Information,0,0,['RA' 'NCA' 'MH'],Apartment,1,4000-6000,7000,"[137343151, 539048994]",0,10710,0
Michelle Wood,F,807146342,Sophomore,School of Arts and Sciences,0,0,['MH' 'MS' 'SA'],Apartment,1,8000-11000,12000,"[427153087, 951426150]",0,10718,0
Kyle Davis,M,730878289,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Suite,1,8000-11000,12000,"[937995964, 469480026]",0,10723,0
Ms. Laura Johnson,F,733508541,Sophomore,School of Arts and Sciences,0,0,['AH' 'MS' 'TS'],Apartment,1,4000-6000,7000,"[923980207, 865545385]",0,10788,0
Shawn Baldwin,M,805567951,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[914136965, 217629003]",0,10806,0
Dwayne Acosta,M,456036278,Junior,School of Arts and Sciences,0,0,['MH' 'RA' 'SA'],Suite,1,6000-8000,9000,"[216252659, 919436878]",0,10808,0
Jason Wang,M,387304693,Sophomore,School of Engineering,0,0,['BH' 'JS' 'BS'],Suite,1,4000-6000,7000,"[391154299, 567583671]",0,10829,0
Christine Mckenzie,F,427153202,Junior,School of Arts and Sciences,0,0,['SA' 'BH' 'MS'],Apartment,1,8000-11000,12000,"[326126059, 835984229]",0,10834,0
Michael Horton,M,178664117,Sophomore,School of Engineering,0,0,['MS' 'BS' 'TS'],Apartment,1,8000-11000,12000,"[866374623, 647589385]",0,10836,0
Kimberly Martinez,F,630564747,Junior,School of Arts and Sciences,0,0,['TS' 'RA' 'BS'],Suite,1,8000-11000,12000,[839989136],0,10845,0
Daniel Kim MD,M,406462896,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'SA' 'RA'],Suite,1,8000-11000,12000,"[656700122, 235059512]",0,10845,0
Rhonda Williams,F,233212675,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Apartment,1,4000-6000,7000,"[329947476, 778542615]",0,10867,0
Anna Donovan,F,253186257,Sophomore,School of Arts and Sciences,0,0,['NCA' 'CS' 'MZH'],Suite,1,4000-6000,7000,[],0,10873,0
Nancy Henderson,F,872639866,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'MH'],Suite,1,4000-6000,7000,[209077152],0,10883,0
Nicholas Martinez,M,140901548,Senior,School of Arts and Sciences,0,0,['MZH' 'BS' 'MH'],Suite,1,8000-11000,12000,"[661564054, 458466952]",0,10886,0
Miranda Robinson,F,281801955,Sophomore,School of Engineering,0,0,['MS' 'TS' 'RA'],Apartment,1,8000-11000,12000,"[569800532, 862839020]",0,10899,0
Timothy Clarke,M,615158495,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'JS' 'MH'],Suite,1,4000-6000,7000,"[385943600, 100491164]",0,10912,0
Matthew Caldwell,M,551131286,Sophomore,School of Arts and Sciences,0,0,['RA' 'BH' 'BS'],Suite,1,4000-6000,7000,[],0,10912,0
Jason Johnson,M,460347166,Junior,School of Arts and Sciences,0,0,['MS' 'AH' 'MZH'],Traditional Residence Hall,1,8000-11000,12000,"[589879196, 988257395]",0,10922,0
William Morris,M,876152294,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[444622806, 176835594]",0,10923,0
Nancy Nixon,F,844185233,Junior,School of Arts and Sciences,0,0,['WS' 'TS' 'RA'],Traditional Residence Hall,1,6000-8000,9000,[],0,10929,0
Kayla Woods,F,526665220,Junior,School of Arts and Sciences,0,0,['MH' 'SA' 'JS'],Traditional Residence Hall,1,8000-11000,12000,"[412711686, 388620342]",0,10934,0
Bryce Ryan,M,486656212,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MS' 'SA'],Suite,1,8000-11000,12000,[],0,10938,0
Caleb Roman,M,741282452,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'MH'],Apartment,1,4000-6000,7000,[289585977],0,10941,0
Jackson Abbott,M,282826823,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[144806594],0,10962,0
William Hale,M,367035756,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,10500-12000,13000,"[937146637, 360322340]",0,10970,0
Donald Mcguire,M,175375094,Junior,School of Arts and Sciences,0,0,['NCA' 'JS' 'MH'],Apartment,1,4000-6000,7000,"[148566971, 561279335]",0,10980,0
Alexis Reilly,F,124253840,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[920528378, 216477346]",0,11003,0
Joshua Baker,M,156017720,Senior,School of Arts and Sciences,0,0,['MH' 'BS' 'JS'],Suite,1,8000-11000,12000,[],0,11028,0
David Quinn,M,662665303,Sophomore,School of Arts and Sciences,0,0,['TS' 'NCA' 'SA'],Suite,1,8000-11000,12000,[991865099],0,11044,0
Janet Whitney,F,654838787,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,"[304859572, 517774762]",0,11051,0
Brian Austin,M,420374878,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'RA' 'JS'],Suite,1,6000-8000,9000,[353453334],0,11066,0
Jeffrey Taylor,M,260234105,Junior,School of Engineering,0,0,['MZH' 'NCA' 'SA'],Apartment,1,6000-8000,9000,[556073817],0,11088,0
Jacqueline Anderson,F,668531791,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[922358329, 662043599]",0,11093,0
Kristy Lee,F,449080913,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[],0,11109,0
Jordan Raymond,M,770192252,Junior,School of Environmental and Biological Sciences,0,0,['RA' 'SA' 'NCA'],Suite,1,6000-8000,9000,[542261431],0,11133,0
Aaron Perez,M,626922084,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'NCA' 'MZH'],Suite,1,6000-8000,9000,[],0,11148,0
Nicholas Hawkins,M,367161882,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[761012156],0,11149,0
Melissa Baird,F,101541349,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MH' 'NCA'],Suite,1,4000-6000,7000,"[757250034, 815883022]",0,11170,0
Monica Parker,F,244532589,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[979254121],0,11173,0
Cathy Alexander,F,709518091,Sophomore,School of Arts and Sciences,0,0,['WS' 'RA' 'BH'],Suite,1,8000-11000,12000,"[772922766, 291964555]",0,11174,0
Robert Williams,M,551877909,Sophomore,School of Arts and Sciences,0,0,['BS' 'CS' 'BH'],Suite,1,4000-6000,7000,[],0,11178,0
Angela Keller,F,445041706,Junior,School of Communication and Information,0,0,['AH' 'BS' 'NCA'],Apartment,1,8000-11000,12000,"[307930409, 975346360]",0,11181,0
Bradley Baker,M,462894812,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Apartment,1,8000-11000,12000,"[891117504, 732984335]",0,11184,0
Angela Acosta,F,885682541,Junior,School of Management and Labor Relations,0,0,['NCA' 'RA' 'SA'],Suite,1,4000-6000,7000,[702983217],0,11191,0
Martin Wheeler,M,800455852,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[957204813, 126730832]",0,11208,0
Jacob Lewis,M,852359663,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[181972145, 758792885]",0,11236,0
Joseph Nguyen,M,900265580,Sophomore,School of Arts and Sciences,0,0,['AH' 'SA' 'JS'],Traditional Residence Hall,1,8000-11000,12000,[156688256],0,11238,0
Daniel Nelson,M,703411296,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'RA'],Suite,1,4000-6000,7000,[],0,11240,0
Wendy Howard,F,790739545,Sophomore,School of Engineering,0,0,['SA' 'MH' 'RA'],Suite,1,8000-11000,12000,[],0,11251,0
William Foster,M,245180300,Junior,School of Arts and Sciences,0,0,['MRS' 'SA' 'MS'],Apartment,1,8000-11000,12000,[],0,11276,0
Elizabeth Smith,F,267412471,Senior,School of Engineering,0,0,['BS' 'BH' 'JS'],Suite,1,4000-6000,7000,[682118152],0,11279,0
Chelsea Foster,F,263761110,Senior,School of Arts and Sciences,0,0,['MH' 'RA' 'CS'],Apartment,1,4000-6000,7000,"[857259101, 750422020]",0,11284,0
Sean Swanson,M,685518519,Junior,School of Communication and Information,0,0,['RA' 'BH' 'BS'],Suite,1,4000-6000,7000,"[979154090, 932239187]",0,11296,0
Melinda Goodman,F,970537318,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[826576761],0,11308,0
Taylor Flowers,F,924475394,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Suite,1,8000-11000,12000,"[300864700, 805117727]",0,11316,0
Betty Gonzalez,F,255775858,Senior,School of Communication and Information,0,0,['SA' 'MH' 'MS'],Suite,1,8000-11000,12000,[240681396],0,11316,0
Ronnie Evans,M,168331990,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'MRS' 'MS'],Traditional Residence Hall,1,6000-8000,9000,[315752284],0,11330,0
Lauren Harris,F,511653695,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'MZH' 'BS'],Apartment,1,6000-8000,9000,"[346821465, 744812114]",0,11339,0
Robert Contreras,M,796284780,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'RA' 'NCA'],Suite,1,8000-11000,12000,"[486154626, 768362324]",0,11345,0
Katherine Garza,F,355142348,Sophomore,School of Social Work,0,0,['BS' 'NCA' 'RA'],Suite,1,8000-11000,12000,"[279119127, 920519277]",0,11348,0
Brett Terrell Jr.,M,398330896,Junior,School of Arts and Sciences,0,0,['MZH' 'SA' 'NCA'],Suite,1,6000-8000,9000,[],0,11359,0
Stephen Cook,M,349981641,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'SA' 'NCA'],Apartment,1,8000-11000,12000,"[950745942, 556437202]",0,11405,0
Crystal Simon,F,881767664,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'MRS'],Apartment,1,6000-8000,9000,"[862183196, 257526334]",0,11407,0
Maria Garcia,F,193419803,Junior,School of Communication and Information,0,0,['SA' 'BS' 'RA'],Suite,1,4000-6000,7000,[267309651],0,11414,0
Lori Johnson,F,614334269,Junior,School of Communication and Information,0,0,['NCA' 'BS' 'SA'],Suite,1,8000-11000,12000,"[955086130, 177777883]",0,11416,0
Jorge Bates,M,690700431,Sophomore,School of Management and Labor Relations,0,0,['AH' 'BS' 'MH'],Suite,1,8000-11000,12000,"[402304429, 297817937]",0,11416,0
Karen Grant,F,110092541,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[],0,11425,0
Michelle Combs,F,836579667,Junior,School of Social Work,0,0,['JS' 'AH' 'SA'],Apartment,1,8000-11000,12000,"[712312066, 290893513]",0,11426,0
Bradley Orozco,M,642735896,Junior,School of Engineering,0,0,['MRS' 'BS' 'TS'],Apartment,1,6000-8000,9000,[],0,11434,0
Teresa Howard,F,298445308,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[],0,11436,0
Jennifer Snyder,F,962331946,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[873492183, 748784456]",0,11439,0
Joseph Lee,M,885248232,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[546838308],0,11441,0
Alexander Baker,M,701095550,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[868813397],0,11466,0
Mr. William Fields II,M,461798285,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[647266770, 444512479]",0,11468,0
Michael Jones,M,450127999,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[518842892, 752365295]",0,11479,0
David Cherry,M,360322340,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[937146637],0,11482,0
Courtney Acosta,F,769373754,Junior,School of Communication and Information,0,0,['NCA' 'RA' 'BS'],Suite,1,8000-11000,12000,"[498276694, 256916203]",0,11485,0
Daniel Brandt,M,528828658,Sophomore,School of Communication and Information,0,0,['JS' 'SA' 'RA'],Suite,1,4000-6000,7000,"[308806453, 871005827]",0,11487,0
Jeremy Morrison,M,850262097,Sophomore,School of Communication and Information,0,0,['TS' 'BH' 'NCA'],Suite,1,8000-11000,12000,"[954612592, 636477356]",0,11503,0
Randall Wells,M,167443468,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'AH' 'CS'],Traditional Residence Hall,1,8000-11000,12000,[582250803],0,11512,0
Isaac Owen,M,839763176,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'MS'],Apartment,1,8000-11000,12000,"[256448121, 716334363]",0,11522,0
Ashley Williams,F,293098681,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'WS'],Apartment,1,6000-8000,9000,"[678617563, 939863949]",0,11530,0
Brad Salazar,M,783293299,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'WS'],Apartment,1,4000-6000,7000,[],0,11531,0
Eric Jefferson,M,542795795,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'MRS'],Suite,1,8000-11000,12000,[],0,11548,0
Phillip Everett,M,697644784,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,"[796933005, 545634234]",0,11581,0
Samuel Graves,M,965854684,Sophomore,School of Engineering,0,0,['AH' 'BS' 'CS'],Apartment,1,6000-8000,9000,"[639190389, 241389790]",0,11592,0
Crystal Smith,F,706471915,Junior,School of Engineering,0,0,['BS' 'TS' 'MRS'],Suite,1,8000-11000,12000,"[326669910, 270874766]",0,11596,0
Haley Wiley,F,596515890,Sophomore,School of Arts and Sciences,0,0,['SA' 'BH' 'AH'],Traditional Residence Hall,1,8000-11000,12000,"[588079709, 310383546]",0,11599,0
Stephanie Jacobson,F,797897259,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'JS' 'NCA'],Apartment,1,8000-11000,12000,"[118541725, 116386105]",0,11604,0
Jeremy Wu,M,397343229,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'RA'],Suite,1,8000-11000,12000,"[447266055, 297994472]",0,11607,0
Tonya Miller,F,407025552,Sophomore,School of Arts and Sciences,0,0,['RA' 'WS' 'MZH'],Suite,1,6000-8000,9000,[645781577],0,11614,0
Mr. Taylor Burton PhD,M,890521559,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,9000-10500,11500,"[378384862, 226137110]",0,11614,0
William Miller,M,547335569,Senior,School of Social Work,0,0,['BS' 'TS' 'BH'],Apartment,1,4000-6000,7000,[],0,11615,0
Timothy Glenn,M,938069974,Junior,School of Arts and Sciences,0,0,['CS' 'AH' 'NCA'],Suite,1,4000-6000,7000,"[523850950, 117563058]",0,11637,0
Nathaniel Peters,M,235059512,Sophomore,School of Arts and Sciences,0,0,['WS' 'RA' 'NCA'],Apartment,1,4000-6000,7000,[406462896],0,11648,0
Dylan Evans,M,332034757,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[424814190, 777013717]",0,11652,0
Cole Smith,M,281390841,Senior,School of Engineering,0,0,['NCA' 'AH' 'MZH'],Suite,1,8000-11000,12000,[],0,11655,0
Tyler Mcdonald,M,917169561,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Suite,1,4000-6000,7000,[],0,11658,0
John Padilla,M,480684233,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'CS' 'MH'],Suite,1,4000-6000,7000,"[822305657, 732628420]",0,11660,0
Anthony Lee,M,759615427,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[579676658, 846583876]",0,11660,0
Gregory Strickland,M,284672948,Senior,School of Communication and Information,0,0,['NCA' 'AH' 'MS'],Apartment,1,8000-11000,12000,"[884050320, 572888551]",0,11680,0
Nathan Simpson,M,785097514,Senior,School of Management and Labor Relations,0,0,['SA' 'MZH' 'BS'],Traditional Residence Hall,1,8000-11000,12000,"[503884300, 685081781]",0,11682,0
Shelby Ingram,F,200456371,Sophomore,School of Engineering,0,0,['MRS' 'MS' 'SA'],Apartment,1,6000-8000,9000,[],0,11682,0
William Jackson,M,378648174,Sophomore,School of Arts and Sciences,0,0,['RA' 'BH' 'AH'],Apartment,1,8000-11000,12000,"[276589268, 923797153]",0,11685,0
Elizabeth Powell,F,132257721,Junior,School of Communication and Information,0,0,['AH' 'SA' 'BS'],Apartment,1,8000-11000,12000,"[765718306, 199127500]",0,11686,0
Kathryn Morse,F,986577787,Senior,Mason Gross School of the Arts,0,0,['WS' 'RA' 'SA'],Suite,1,6000-8000,9000,"[758746511, 260187009]",0,11705,0
Tara Barnes,F,339366829,Sophomore,School of Arts and Sciences,0,0,['WS' 'CS' 'NCA'],Apartment,1,8000-11000,12000,"[403196590, 291158296]",0,11719,0
Kristen Hayes,F,957885663,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[600360501],0,11720,0
Michael Flynn,M,414163962,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'SA' 'NCA'],Suite,1,4000-6000,7000,"[938114533, 297115671]",0,11729,0
Courtney Allen MD,F,243273857,Sophomore,School of Engineering,0,0,['MH' 'WS' 'MRS'],Traditional Residence Hall,1,8000-11000,12000,"[764946528, 629099054]",0,11740,0
David Chandler,M,552462930,Junior,School of Communication and Information,0,0,['BS' 'NCA' 'MH'],Apartment,1,8000-11000,12000,[492999635],0,11760,0
