name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences,lottery_number
Jessica Johnson,F,146033002,2005-02-18,Sophomore,School of Communication and Information,1,1,['JS' 'MH' 'MS'],Apartment,1,1,1,8000-11000,12000,"[229111712, 381718866]",19649
Melissa Malone,F,556831386,2000-11-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'BS' 'TS'],Apartment,1,1,0,4000-6000,7000,[963697190],19650
Jennifer Herrera,F,329499048,2001-07-14,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'JS' 'MS'],Apartment,1,0,1,4000-6000,7000,"[766919150, 189524389]",19650
Dana Sullivan,F,495259583,2003-08-07,Freshman,Mason Gross School of the Arts,0,1,['BH' 'BS' 'NCA'],Suite,1,1,1,4000-6000,7000,"[109139413, 595706846]",19651
Kathleen Garrison,F,256876484,2004-11-24,Freshman,School of Arts and Sciences,0,1,['MZH' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,9000,[],19653
Justin Bass,M,970712927,1999-12-20,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'SA' 'AH'],Apartment,1,1,1,4000-6000,7000,[],19669
Angela Lloyd,F,299056170,2003-04-07,Freshman,Mason Gross School of the Arts,0,0,['SA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,7000,[834329815],19671
Tyler Patterson,M,164005507,2005-09-02,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[806211417, 201250705]",19672
Louis Williams,M,776761069,2002-03-29,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'MRS'],Suite,1,1,1,8000-11000,12000,[980347725],19673
Lauren Hunter,F,720943516,2004-03-16,Junior,School of Environmental and Biological Sciences,0,0,['RA' 'CS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[999080563, 124350404]",19676
Susan Braun,F,999080563,2001-10-29,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000,"[720943516, 124350404]",19681
Dr. Anna Martinez DVM,F,766919150,2005-08-31,Senior,School of Social Work,0,0,['BH' 'MZH' 'CS'],Apartment,1,1,1,4000-6000,7000,"[329499048, 189524389]",19688
Julie Simpson,F,524851354,2005-04-01,Sophomore,School of Engineering,0,0,['JS' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[245373152, 382933461]",19694
Justin Dominguez,M,622488348,2004-07-26,Sophomore,Mason Gross School of the Arts,0,1,['MH' 'CS' 'MZH'],Suite,1,1,1,6000-8000,9000,[],19696
Jeff Williams,M,873135957,2004-08-21,Freshman,School of Arts and Sciences,0,0,['CS' 'WS' 'NCA'],Suite,1,1,0,8000-11000,12000,"[267309651, 193419803]",19698
Jennifer Branch,F,642645197,2000-11-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'WS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[964221217, 108958584]",19712
Tyler Lewis,M,233250867,2000-11-18,Junior,Mason Gross School of the Arts,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000,"[267755266, 799402134]",19713
Tyler Woods,M,532678499,2002-01-15,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000,"[695958021, 632118688]",19715
Jessica Harper,F,722000808,1996-06-12,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[192010720, 107939015]",19731
Amanda Thomas,F,636282392,1994-03-25,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[],19732
Nicholas Larson,M,226137110,1998-10-13,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[378384862],19735
Tyler Chan,M,326669910,2003-08-30,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'NCA'],Suite,1,1,1,6000-8000,9000,"[706471915, 270874766]",19738
Charles Scott,M,512688886,2004-06-28,Senior,School of Arts and Sciences,0,0,['CS' 'BH' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[713106662, 926440653]",19739
Lisa Vargas,F,205424704,2005-02-06,Freshman,School of Arts and Sciences,0,0,['MRS' 'WS' 'MZH'],Apartment,1,1,1,4000-6000,7000,[],19742
Veronica Ramirez,F,336705272,2003-01-19,Junior,School of Engineering,0,0,['MS' 'AH' 'MH'],Apartment,1,1,1,8000-11000,12000,"[244669958, 865243859]",19742
Mark Miles,M,878616993,2004-07-22,Junior,School of Arts and Sciences,0,0,['MH' 'TS' 'RA'],Apartment,1,1,1,8000-11000,12000,[392090987],19744
Mr. Brandon Baker,M,988136758,2003-08-20,Sophomore,School of Arts and Sciences,0,1,['NCA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],19747
Nicole Hardin,F,720935744,2002-01-30,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[198571510],19748
William Kelley,M,750535625,2003-08-05,Sophomore,School of Management and Labor Relations,0,0,['RA' 'NCA' 'WS'],Suite,1,1,1,8000-11000,12000,[],19754
Luis Randall,M,939087583,1994-06-10,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[395225718, 550241506]",19756
Jennifer Smith,F,852691948,2000-06-26,Freshman,School of Communication and Information,0,0,['MRS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[405384496, 213520657]",19757
Kerri Brooks,F,468867548,1999-11-18,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'NCA' 'MH'],Apartment,1,1,1,6000-8000,9000,[455425543],19758
Aaron Johnson,M,376685421,1999-10-02,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],19759
Karen Mcdowell,F,815883022,2003-10-08,Senior,Mason Gross School of the Arts,0,0,['BH' 'JS' 'CS'],Suite,1,1,1,4000-6000,7000,[757250034],19761
Kevin Kline,M,147275387,2001-06-17,Senior,School of Management and Labor Relations,0,0,['WS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000,"[145823196, 564396263]",19761
Paul Campbell,M,388775979,2001-01-14,Sophomore,School of Arts and Sciences,0,1,['MZH' 'BS' 'NCA'],Apartment,1,0,1,8000-11000,12000,[],19762
Rachel Paul,F,344307262,2000-02-17,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'NCA' 'CS'],Apartment,1,1,1,8000-11000,12000,[397044857],19766
Francisco Wilson,M,811312761,2001-12-27,Freshman,School of Arts and Sciences,0,0,['CS' 'AH' 'SA'],Suite,1,1,1,4000-6000,7000,"[162846358, 901253028]",19771
Emily Castro,F,490951063,2005-09-01,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000,[],19771
Whitney Kelly,F,773817212,1993-10-23,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[],19780
Russell Pierce,M,252045135,2000-11-16,Freshman,School of Management and Labor Relations,0,0,['RA' 'NCA' 'SA'],Suite,1,1,1,8000-11000,12000,[],19785
Scott Garza,M,671978550,1995-07-14,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[],19787
Nathan Gray,M,780939175,2002-11-05,Junior,School of Arts and Sciences,0,1,['RA' 'MH' 'MS'],Suite,1,1,1,4000-6000,7000,[274715759],19789
Betty Hicks,F,344499048,2000-05-17,Sophomore,School of Environmental and Biological Sciences,0,0,['AH' 'NCA' 'TS'],Apartment,1,1,1,4000-6000,7000,[841153819],19793
Aaron Foster,M,645215225,2002-07-08,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'WS'],Apartment,1,1,1,4000-6000,7000,[],19796
Michael Reynolds,M,515384390,1997-03-17,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[906128115],19797
Norma Morgan,F,182996582,2002-10-17,Senior,School of Arts and Sciences,0,1,['RA' 'MS' 'JS'],Apartment,1,1,1,6000-8000,9000,[],19804
Darren Ward,M,198354464,1994-09-29,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[220815256, 243553815]",19804
James Davis,M,797865371,2002-06-20,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,7000,[950328706],19804
Marcus Thompson,M,135798636,1999-12-04,Sophomore,School of Communication and Information,0,1,['SA' 'NCA' 'RA'],Suite,1,1,1,4000-6000,7000,[],19804
Stephanie Steele,F,801104474,2003-04-12,Sophomore,School of Arts and Sciences,0,0,['TS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[736182000, 247923338]",19812
Jennifer Molina,F,127812714,2001-01-24,Freshman,School of Engineering,1,0,['NCA' 'TS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000,[],19818
Joseph Vargas,M,823618196,2001-02-13,Junior,School of Engineering,0,1,['BS' 'NCA' 'TS'],Suite,1,1,1,6000-8000,9000,"[751283639, 372697155]",19819
Kyle Terry,M,614977411,2005-06-29,Senior,School of Communication and Information,0,0,['BH' 'SA' 'JS'],Traditional Residence Hall,1,0,1,6000-8000,9000,[366420440],19824
Lauren Foster,F,742712536,2003-05-19,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'JS'],Suite,1,1,1,8000-11000,12000,[836412105],19827
Ronnie Davis,M,261479760,2005-08-21,Senior,School of Arts and Sciences,0,1,['MS' 'AH' 'BH'],Apartment,1,1,1,4000-6000,7000,"[491222892, 349963961]",19832
James Mann,M,660628197,2005-02-19,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['TS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000,"[433026419, 865296851]",19839
Erin Burgess,F,894584270,2002-04-29,Junior,Mason Gross School of the Arts,0,0,['SA' 'RA' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000,[677625564],19840
Jason Fischer,M,906924068,2000-05-10,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'CS' 'SA'],Suite,1,0,1,8000-11000,12000,[],19845
Matthew Thornton,M,746705063,2002-04-21,Freshman,School of Engineering,0,0,['NCA' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,7000,"[303839381, 478612717]",19852
Anthony Chavez,M,315887469,2003-03-31,Senior,School of Arts and Sciences,1,0,['MS' 'BS' 'RA'],Apartment,1,1,1,4000-6000,7000,[507645757],19861
Betty Gonzalez,F,255775858,2005-01-22,Senior,School of Communication and Information,0,0,['SA' 'MH' 'MS'],Suite,1,1,1,8000-11000,12000,[240681396],19867
Martin Weaver,M,652093821,2001-09-30,Freshman,School of Management and Labor Relations,0,0,['BH' 'SA' 'NCA'],Suite,1,1,1,4000-6000,7000,"[657962854, 957346112]",19874
Richard Conway,M,464088001,2000-06-12,Senior,School of Engineering,0,1,['SA' 'WS' 'MRS'],Apartment,1,1,1,8000-11000,12000,"[983316819, 508121134]",19880
Aaron Marks,M,609562764,2002-07-31,Freshman,School of Engineering,0,0,['TS' 'MH' 'BS'],Apartment,1,1,1,8000-11000,12000,"[882428232, 544055343]",19885
Robert Ryan,M,712312066,2002-05-06,Junior,School of Arts and Sciences,0,0,['MZH' 'SA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[836579667, 290893513]",19885
Mrs. Brandi Rodgers,F,882428232,2001-06-19,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'BH'],Apartment,1,1,1,8000-11000,12000,"[609562764, 544055343]",19886
Brandi Ritter,F,609616472,2000-03-07,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[345442324],19893
Hannah Salazar,F,635228222,2003-06-25,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Apartment,1,1,0,8000-11000,12000,"[450859644, 156755286]",19902
Megan Montgomery,F,614764855,2000-08-29,Freshman,School of Engineering,0,0,['BS' 'MZH' 'RA'],Traditional Residence Hall,1,0,1,4000-6000,7000,[],19903
Joseph Parker,M,854936134,2004-12-09,Sophomore,School of Environmental and Biological Sciences,0,1,['JS' 'BS' 'RA'],Suite,1,1,1,4000-6000,7000,[],19906
Peter Gordon,M,455303008,2000-12-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000,"[574325425, 945815688]",19906
Kathleen Walton,F,389924832,2000-03-04,Freshman,School of Engineering,0,0,['NCA' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[876781729],19906
Sarah Sanders,F,822247661,2001-03-18,Sophomore,School of Social Work,0,1,['MH' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[468210818, 725472783]",19908
Mrs. Annette Jackson,F,147242941,2005-01-05,Sophomore,School of Communication and Information,0,0,['MS' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[488029867, 846929270]",19909
Gilbert Lopez,M,842369533,2002-03-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'CS' 'BS'],Suite,1,1,1,4000-6000,7000,"[152782265, 626751036]",19933
Kristina Martin,F,958749958,2002-08-31,Freshman,School of Arts and Sciences,0,0,['SA' 'MRS' 'MZH'],Suite,1,1,1,8000-11000,12000,"[115784054, 867142946]",19933
Jay Schneider,M,457249236,2001-05-30,Sophomore,School of Arts and Sciences,0,0,['BH' 'AH' 'BS'],Suite,1,1,1,4000-6000,7000,"[579856699, 823422868]",19936
Edward Mcdowell,M,912799669,2005-01-29,Sophomore,School of Arts and Sciences,0,1,['SA' 'NCA' 'CS'],Suite,1,1,1,4000-6000,7000,[],19939
Jacqueline Gutierrez,F,294653371,2001-10-14,Junior,School of Environmental and Biological Sciences,0,1,['SA' 'CS' 'BS'],Suite,1,1,1,8000-11000,12000,[726815962],19949
Donna Garcia,F,897740188,2004-05-17,Junior,School of Arts and Sciences,0,0,['CS' 'MZH' 'MS'],Apartment,1,1,1,6000-8000,9000,"[961953962, 467263985]",19951
Wayne Moore,M,964077815,2001-09-24,Freshman,School of Arts and Sciences,0,0,['WS' 'BS' 'MZH'],Suite,1,1,1,4000-6000,7000,[],19964
Jessica Hill,F,911830027,1996-04-28,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[435584870],19967
Gabriella Lopez,F,862667800,2001-03-06,Freshman,School of Communication and Information,0,0,['NCA' 'TS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,7000,[462894106],19971
Traci Wiley,F,232939698,2002-12-05,Senior,School of Arts and Sciences,0,0,['MH' 'AH' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[516897509, 401213986]",19972
Eddie Ward,M,178484882,2002-08-14,Senior,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[725567776, 491698141]",19976
Corey Stewart,M,454819114,2003-02-19,Freshman,School of Management and Labor Relations,0,0,['BS' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000,[],19984
William Hale,M,367035756,1995-10-13,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[937146637, 360322340]",19986
Ryan Curry,M,373849181,1999-02-07,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[734321237, 903239111]",19995
Abigail Hernandez,F,422935203,2002-01-15,Senior,School of Arts and Sciences,1,0,['MZH' 'NCA' 'MS'],Apartment,1,1,1,8000-11000,12000,"[897183618, 176192101]",20000
Bethany Davis,F,715064475,1998-06-20,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[786226595],20001
Christopher Thomas,M,802332438,2000-06-25,Freshman,School of Communication and Information,0,0,['SA' 'MH' 'WS'],Suite,1,1,1,8000-11000,12000,"[579028524, 416880204]",20004
Rodney Smith,M,912509644,2002-05-13,Sophomore,School of Arts and Sciences,0,0,['MRS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[276596369, 796202929]",20012
Joel Williams,M,340741127,2000-07-22,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'RA' 'MH'],Suite,1,1,1,4000-6000,7000,[179176768],20018
Sean Swanson,M,685518519,2003-07-31,Junior,School of Communication and Information,0,0,['RA' 'BH' 'BS'],Suite,1,1,1,4000-6000,7000,"[979154090, 932239187]",20019
Robert Proctor,M,471917519,1997-06-18,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[265647131],20020
Maureen Jones,F,910773884,1999-11-26,Senior,School of Arts and Sciences,0,1,['SA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000,"[203440909, 985894232]",20023
Angela Powell,F,165740564,1999-11-28,Senior,School of Environmental and Biological Sciences,1,1,['SA' 'MRS' 'RA'],Suite,1,1,0,8000-11000,12000,[116460056],20024
Dennis Cox,M,192875589,2005-08-12,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'SA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[728752659, 527420905]",20027
Sarah Vance,F,806224432,2000-04-04,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'CS' 'BS'],Suite,1,1,1,6000-8000,9000,[],20027
Michael Santiago,M,670079257,2001-11-06,Sophomore,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Suite,1,1,0,4000-6000,7000,"[315320995, 954154982]",20027
Lindsay Kane,F,614520682,2004-11-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'BS' 'SA'],Suite,1,1,1,4000-6000,7000,[148321595],20030
Andrea Palmer,F,707722329,2002-07-06,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'RA'],Suite,1,1,1,4000-6000,7000,"[392879282, 643480215]",20030
Rachel Mcdonald,F,817725684,2005-09-01,Junior,School of Environmental and Biological Sciences,0,0,['RA' 'NCA' 'JS'],Apartment,1,1,1,6000-8000,9000,"[181677577, 293322859]",20033
Lori Weiss,F,185526514,2005-03-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'CS'],Suite,1,1,1,8000-11000,12000,[114016298],20035
Marcia Gross,F,352911477,2000-01-27,Sophomore,School of Communication and Information,0,0,['SA' 'JS' 'NCA'],Suite,1,1,1,4000-6000,7000,[574007214],20044
Theresa Bender,F,681520688,2000-06-26,Sophomore,School of Communication and Information,1,0,['NCA' 'RA' 'SA'],Suite,1,1,1,8000-11000,12000,"[390126186, 965820447]",20045
Valerie Waters MD,F,622068512,2002-09-21,Senior,School of Social Work,0,0,['JS' 'AH' 'RA'],Suite,1,1,1,4000-6000,7000,[],20045
Elizabeth Nelson,F,832871206,2005-05-12,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'BS' 'MZH'],Suite,1,1,1,6000-8000,9000,[],20047
Shawn Kirk,M,876352963,1999-10-10,Freshman,School of Engineering,0,0,['NCA' 'BH' 'AH'],Suite,1,1,1,4000-6000,7000,[],20058
Barbara Johnson,F,744098382,2000-10-31,Freshman,School of Arts and Sciences,0,0,['AH' 'RA' 'MRS'],Suite,1,1,1,8000-11000,12000,"[208515335, 740595294]",20062
Austin Humphrey,M,115583041,2004-08-03,Sophomore,School of Arts and Sciences,0,1,['MZH' 'MRS' 'SA'],Traditional Residence Hall,1,0,0,8000-11000,12000,[957459573],20063
Jose Campbell,M,198164940,2001-07-17,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[],20065
Kimberly Tucker,F,876781729,2001-04-09,Freshman,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,12000,"[624445099, 389924832]",20069
Matthew Baker,M,240834558,2001-09-22,Sophomore,School of Communication and Information,0,0,['AH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[623584466, 659411029]",20077
Jessica Russell,F,162529216,1998-10-06,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[128736513],20083
Brian Ford,M,128103954,1993-12-15,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[],20084
Jennifer Marshall,F,757792264,2004-07-21,Freshman,School of Arts and Sciences,0,1,['MS' 'BS' 'WS'],Traditional Residence Hall,1,1,0,4000-6000,7000,[],20085
Amanda Morales,F,419268552,2004-10-13,Freshman,School of Engineering,0,0,['NCA' 'SA' 'BS'],Suite,1,1,1,6000-8000,9000,"[690668864, 406569147]",20091
Mitchell Sanchez,M,405142667,2002-03-01,Senior,School of Communication and Information,0,1,['MS' 'MH' 'BS'],Suite,1,1,1,8000-11000,12000,[],20095
Robert Meyers,M,617732850,2003-08-04,Senior,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[725872116, 412842010]",20100
Courtney Logan,F,813567521,2005-04-01,Sophomore,School of Arts and Sciences,0,0,['CS' 'BS' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[986632748, 378990018]",20101
Scott Morales,M,717620713,1999-09-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000,[],20101
Lynn Riddle,F,290437828,2003-05-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'RA' 'NCA'],Suite,1,1,1,4000-6000,7000,"[987741475, 984259325]",20115
Mark Colon,M,595361233,2002-03-20,Junior,School of Arts and Sciences,0,0,['CS' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000,[713776321],20122
George Smith,M,943132662,1997-06-14,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[160758333, 874730559]",20130
Mario Gould,M,858143126,2004-01-10,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000,"[409715161, 205983608]",20132
Kathleen Bradford,F,395027204,2001-10-29,Sophomore,School of Arts and Sciences,1,1,['AH' 'JS' 'BS'],Suite,1,1,1,8000-11000,12000,"[508575942, 807593757]",20140
Madison Brown,F,813206668,2004-11-12,Junior,School of Management and Labor Relations,0,0,['MZH' 'BS' 'MRS'],Suite,1,1,1,4000-6000,7000,[],20142
Donna Taylor,F,406569147,2002-01-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'BH'],Suite,1,1,1,8000-11000,12000,[690668864],20142
Cheryl Perkins,F,493105491,1995-11-01,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[887857709],20146
